Data file:,V23.3-001-20230118 005233-r001.dx
Sequence Name:,2023--floral volatiles 20122022 samples,Project Name:,Floral volatiles GCMS
Sample name:,V23.3,Operator:,Amelia Gibbs (LANDCARE\GibbsA)
Instrument:,GCMS,Acquired on:,2023-01-18 01:41:38+13:00
Inj. volume:,1.000 µL,Location:,107
Acq. method:,floral volatiles SPME DB-Wax.amx,Type:,Sample
Processing method:,MS_DefaultMethod-floral-volatiles-2023.pmx,Sample amount:,0.00
Identified peaks from method library
Name,RT [min],Spectra Match Factor,Peak Height,Height %,Peak Area,Area %
Ethanol,5.765,985,2312370.1,0.71,6985406.6,0.63
α-Pinene,7.439,992,35818049.8,10.98,63834400.9,5.72
β-Pinene,9.287,986,2667044.4,0.82,7430144.8,0.67
β-Myrcene,10.596,61,4900333.8,1.50,12959714.0,1.16
(+)-4-Carene,11.402,988,1020203.6,0.31,2833885.2,0.25
D-Limonene,11.998,988,2125195.4,0.65,6121731.3,0.55
Eucalyptol,12.467,605,4449843.2,1.36,18939240.1,1.70
"Hexanoic acid, ethyl ester",13.129,109,2192503.6,0.67,6356428.7,0.57
β-Ocimene,13.521,802,10906748.8,3.34,32583356.0,2.92
3-Carene,13.740,893,27055798.4,8.29,129757053.4,11.64
Styrene,13.910,980,13882837.8,4.26,36930602.8,3.31
o-Cymene,14.329,996,10696059.6,3.28,31188573.4,2.80
"Cyclohexene, 3-methyl-6-(1-methylethylidene)-",14.740,988,4137343.4,1.27,11140793.0,1.00
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",15.172,961,1424903.2,0.44,5633474.2,0.51
1-Hexanol,17.096,981,1326113.5,0.41,3612635.2,0.32
"3-Hexen-1-ol, (Z)-",18.106,970,3406998.7,1.04,9380840.0,0.84
"3,5-Heptanedione, 2,2,6-trimethyl-",20.002,293,2953609.1,0.91,8723903.6,0.78
trans-Linalool oxide (furanoid),20.420,239,16464349.6,5.05,85386477.9,7.66
L-Menthone,20.773,287,959963.4,0.29,3345305.1,0.30
"2-Furanmethanol, 5-ethenyltetrahydro-α,α,5-trimethyl-, cis-",20.893,962,1198646.7,0.37,3400496.5,0.30
Copaene,21.524,923,5919972.1,1.81,26187976.1,2.35
"Benzene, 1-ethyl-4-methoxy-",22.711,271,4082286.1,1.25,19604189.2,1.76
Linalool,22.931,335,1197186.4,0.37,5418596.8,0.49
1-Octanol,23.155,437,4839122.9,1.48,12930600.2,1.16
cis-α-Bergamotene,24.485,549,714997.5,0.22,2390313.7,0.21
Caryophyllene,24.755,993,5900449.7,1.81,23207503.4,2.08
Terpinen-4-ol,24.905,825,960337.0,0.29,5366592.1,0.48
"2-Butenoic acid, 2-methyl-, 3-methyl-2-butenyl ester, (E)-",25.058,394,623271.2,0.19,2534745.0,0.23
Bicyclosesquiphellandrene,25.778,994,8366167.2,2.56,29766111.3,2.67
Alloaromadendrene,26.189,984,1252223.9,0.38,4910529.4,0.44
Isopinocarveol,26.496,982,4092531.8,1.25,12486952.0,1.12
"1-Isopropyl-4,7-dimethyl-1,2,3,4,5,6-hexahydronaphthalene",26.573,982,5041568.4,1.55,17141174.0,1.54
trans-Verbenol,26.976,219,4176604.6,1.28,13221614.3,1.19
"3-Nonen-1-ol, (Z)-",27.180,430,1632533.1,0.50,4532377.9,0.41
γ-Muurolene,27.403,961,856539.3,0.26,2882945.7,0.26
α-Terpineol,27.634,788,1415121.6,0.43,6802991.9,0.61
"Bicyclo[3.1.1]hept-3-en-2-one, 4,6,6-trimethyl-",28.028,759,1309166.9,0.40,6753740.0,0.61
"cis-Muurola-4(15),5-diene",28.155,986,3743360.9,1.15,12246136.9,1.10
"Naphthalene, 1,2,4a,5,6,8a-hexahydro-4,7-dimethyl-1-(1-meth",28.406,758,1563560.7,0.48,6093767.3,0.55
"(1S,2E,6E,10R)-3,7,11,11-Tetramethylbicyclo[8.1.0]undeca-2,",28.696,989,5501526.2,1.69,16849930.2,1.51
"3,6-Nonadien-1-ol, (E,Z)-",29.119,981,1899786.5,0.58,5284086.5,0.47
"1-Isopropyl-4,7-dimethyl-1,2,3,5,6,8a-hexahydronaphthalene",29.321,975,8494977.1,2.60,25894143.2,2.32
Cubenene,30.018,988,4179492.9,1.28,12879067.4,1.15
(-)-Myrtenol,30.356,992,7244342.6,2.22,22237641.0,1.99
"Naphthalene, 1,2,3,4-tetrahydro-1,6-dimethyl-4-(1-methyleth",31.398,900,16086335.9,4.93,54443560.1,4.88
(-)-cis-Myrtanol,32.500,440,3473915.6,1.06,12204472.5,1.09
Phenylethyl Alcohol,33.437,992,1933677.9,0.59,5916064.4,0.53
ortho-Methoxyacetophenone,35.497,985,1459190.6,0.45,4482246.8,0.40
"Phenol, 4-ethyl-2-methoxy-",36.369,957,14058322.5,4.31,43978985.4,3.94
3-Phenylpropanol,36.801,975,1217161.8,0.37,3646817.4,0.33
4-Vinylphenol,37.320,986,2196945.4,0.67,16440759.4,1.47
